,Marca,Modelo,Precio,Combustible,Anyo,Kilometros,Potencia,Vendedor_profesional,dealer,Comunidad_Autonoma
20240,VOLVO,XC60,21500,Diésel,2016.0,120000,190.0,True,Prieto Automoviles,Castilla_La_Mancha
20241,MERCEDES-BENZ,Clase V,54800,Diésel,2019.0,32500,163.0,True,Adarsa Salamanca,Castilla_y_León
20242,TOYOTA,Yaris,9995,Híbrido,2016.0,40000,100.0,True,Vehincar,Canarias
20243,BMW,Serie 5,5000,Diésel,2005.0,256000,208.25846153846155,False,5c39b18d77d5f297ff92e4942e5522b5,Castilla_y_León
20244,VOLKSWAGEN,Golf Sportsvan,10900,Diésel,2016.0,150000,110.0,False,487ddc4ee9aa99bacddf8a8707079e39,Andalucía
20245,AUDI,A4,8000,Diésel,2010.0,199965,143.0,False,03cf2f5c91fc0f159203edcd5542df85,Comunidad_de_Madrid
20246,BMW,X5,16999,Diésel,2011.0,269000,245.0,True,Agr Motor 2018 S.L,Castilla_y_León
20247,FIAT,500,7500,Gasolina,2016.0,23700,69.0,False,d95bc798fc9dda91efc648fa97d6c08e,Principado_de_Asturias
20248,PEUGEOT,2008,10599,Diésel,2015.0,96159,92.0,True,Autohero,Andalucía
20249,MERCEDES-BENZ,Clase GLA,29900,Diésel,2017.0,74119,177.0,True,Autolica,Catalunya
20250,PEUGEOT,Rifter,18900,Diésel,2019.0,50000,100.0,False,64d8be661d8a79416eb6662db51e7118,Catalunya
20251,KIA,Carens,14790,Diésel,2018.0,56634,115.0,True,Motor Gamboa,Comunidad_de_Madrid
20252,PEUGEOT,2008,12900,Gasolina,2018.0,24000,82.0,False,177dacb14b34103960ec27ba29bd686b,Canarias
20253,SKODA,Karoq,29900,Diésel,2019.0,21505,150.0,True,Integral Motion Coruña,Galicia
20254,NISSAN,QASHQAI,20700,Diésel,2019.0,9800,115.0,True,GTire Puerto Real S.L.,Andalucía
20255,LAND-ROVER,Discovery,51500,Diésel,2017.0,30490,258.0,True,Ocasion Plus,Andalucía
20256,VOLKSWAGEN,Golf,31490,Gasolina,2017.0,66000,230.0,True,FS Cars,Catalunya
20257,BMW,Serie 7,41800,Diésel,2016.0,113941,320.0,True,CarNext.com,Catalunya
20258,RENAULT,Scenic,1800,Diésel,2005.0,375000,105.0,False,2bf5674ca4841737edf447401f49afcf,Galicia
20259,BMW,Serie 4,44500,Diésel,2017.0,67165,258.0,True,Celtamotor,Galicia
20260,KIA,ceed,7600,Diésel,2013.0,73000,90.0,False,f6aa7331fe78ee7eac93cbbd1f5cdf75,Comunidad_de_Madrid
20261,BMW,X3,15450,Diésel,2011.0,120000,177.0,False,683cb9bc0fda792d1ea9996d16dc22d9,Catalunya
20262,RENAULT,Megane,1500,Diésel,2000.0,165000,100.0,False,680e89809965ec41e64dc7e447f175ab,Comunidad_de_Madrid
20263,VOLKSWAGEN,Golf,20000,Diésel,2018.0,65000,150.0,False,30f7678a2955f1997871779ee862cfe3,Catalunya
20264,HYUNDAI,TUCSON,20140,Gasolina,2019.0,14151,132.0,True,Grupo Montalt - Donnay,Catalunya
20265,TOYOTA,Prius,5500,Híbrido,2009.0,219000,136.0,False,e3eb29693b548564f8760fc5353736a4,Comunidad_de_Madrid
20266,PEUGEOT,Partner,1800,Diésel,2007.0,228000,88.10135135135135,False,9a21cf3e3302b3c3e8109a3097dac4f7,Andalucía
20267,OPEL,Mokka X,12990,Gasolina,2017.0,86000,140.0,True,Hiperauto Coria,Andalucía
20268,RENAULT,Kadjar,21400,Gasolina,2019.0,30611,140.0,True,Gaursa,País_Vasco
20269,CITROEN,C3,5890,Diésel,2012.0,80000,68.0,True,Jose Renault Sedavi,Comunidad_Valenciana
20270,CITROEN,C4 Cactus,16200,Gasolina,2020.0,2598,110.0,True,PSA Retail Sevilla-San Lazaro,Andalucía
20271,VOLKSWAGEN,California,55000,Diésel,2016.0,53000,150.0,False,efc5c58b9a85926a31587140cbeb0220,Catalunya
20272,AUDI,A5,19500,Diésel,2014.0,140000,177.0,False,f9dc77cece7fa16f6edd2d1d64853e4b,Comunidad_Valenciana
20273,SKODA,Octavia,19885,Gasolina,2019.0,17958,115.0,True,Lampis Automocio,Catalunya
20274,IVECO,Daily,13500,Diésel,2015.0,177790,126.0,True,Automocion la Junquera,Galicia
20275,FORD,Mondeo,20990,Diésel,2017.0,111646,180.0,True,automotorDursan.com M,Comunidad_de_Madrid
20276,NISSAN,Maxima QX,2995,Gasolina,2001.0,185000,140.0,False,172522ec1028ab781d9dfd17eaca4427,Castilla_y_León
20277,PEUGEOT,307,1200,Diésel,2004.0,250000,106.55,False,f7cb72400bd7fb19294e1f9692c48cd9,Castilla_y_León
20278,VOLKSWAGEN,Beetle,18890,Gasolina,2017.0,84000,150.0,True,Autos Moliere Sevilla,Andalucía
20279,HYUNDAI,i20,3990,Gasolina,2009.0,119000,78.0,True,NG Scuderia,Comunidad_Valenciana
20280,CITROEN,Berlingo,1500,Gasolina,2007.0,160000,105.0,False,0d2dcd6fcb7eeeaec7a317efbd01da0e,La_Rioja
20281,SEAT,Arosa,1600,Gasolina,1999.0,55600,50.0,False,68c8f7c3f433b3682d1363312fbacec6,Catalunya
20282,MAZDA,CX-7,10500,Diésel,2011.0,129000,173.0,False,7c9b48eaba991aa353add15c9f772204,Principado_de_Asturias
20283,FORD,C-Max,3500,Diésel,2007.0,160000,111.990099009901,False,2b1d226f59ef0b094ccb49ba1b095394,Galicia
20284,VOLKSWAGEN,Passat,27600,Diésel,2019.0,18630,150.0,True,BBB Vehículos de Ocasión,Catalunya
20285,SEAT,Leon,15300,Gasolina,2019.0,14476,115.0,True,Galdakauto,País_Vasco
20286,FORD,Mondeo,1500,Gasolina,2001.0,157000,147.77272727272728,False,945e8bb0491c591950dc663a4094c097,Castilla_y_León
20287,PEUGEOT,307,1800,Diésel,2005.0,188000,106.55,False,941817fed9eaeaf8eb3a276dd043b3f0,Comunidad_Valenciana
20288,SEAT,Ateca,16400,Diésel,2017.0,119435,115.0,True,CarNext.com,Comunidad_de_Madrid
20289,AUDI,A3,5000,Gasolina,2006.0,160000,115.0,False,92eaf3719159c372f3d50337e0a14f57,Comunidad_Valenciana
20290,TOYOTA,Yaris,13500,Híbrido,2018.0,29809,100.0,True,Yokaxarquia,Andalucía
20291,OPEL,Corsa,15495,Gasolina,2020.0,13735,100.0,True,VALENCIA-C,Comunidad_Valenciana
20292,FORD,Focus,12500,Gasolina,2018.0,37000,125.0,True,Almoauto,Comunidad_de_Madrid
20293,HYUNDAI,Coupe,2600,Gasolina,2006.0,180000,155.9,False,71e099e35bbc5c5f64abe0c0dda9091d,Catalunya
20294,VOLKSWAGEN,Beetle,4700,Gasolina,1973.0,80000,141.2,False,b8f002559f4cfc740db2de36535cac6b,Andalucía
20295,SEAT,Ibiza,3600,Diésel,2011.0,157096,94.28936170212766,False,89c9e3961e57c6198ee204d37eb2841e,País_Vasco
20296,VOLKSWAGEN,Golf,5000,Gasolina,1987.0,236000,168.22435897435898,False,5058f1af8388633f609cadb75a75dc9d,Galicia
20297,TOYOTA,Auris,11990,Gasolina,2014.0,46500,132.0,True,Flexicar Barcelona,Catalunya
20298,RENAULT,Talisman,22900,Diésel,2018.0,64000,160.0,True,Talleres Auto Castro,Extremadura
20299,VOLKSWAGEN,Passat,1150,Diésel,2000.0,322208,140.0487804878049,False,495b888d714eac2ec3435e7491ce5793,Andalucía
20300,CITROEN,Jumper,11350,Diésel,2016.0,95728,110.0,True,Bugas,Galicia
20301,OPEL,Movano,12000,Diésel,2014.0,139768,125.0,True,VENTATRUCK,Andalucía
20302,SEAT,Arona,16700,Diésel,2019.0,10431,115.0,True,Seat Castellana Motor,Comunidad_de_Madrid
20303,MERCEDES-BENZ,Clase CLA,36000,Gasolina,2019.0,3500,122.0,False,e9773f04a87e2647ad23f846a92c722e,Catalunya
20304,OPEL,Corsa,1900,Gasolina,1998.0,160000,95.53521126760565,False,0da6b74bb2dea514fffd490ff4261697,Comunidad_de_Madrid
20305,MERCEDES-BENZ,Clase C,12500,Diésel,2012.0,89000,136.0,False,607fe3624a0f7b23caf51504e5ce04bf,Catalunya
20306,RENAULT,Clio,6666,Gasolina,1993.0,141000,98.09813084112147,False,0b2cc82e6a177b18faefd88581b8597d,Comunidad_Valenciana
20307,CITROEN,Berlingo,18800,Diésel,2020.0,2,102.0,True,Eslauto Automoción,Castilla_y_León
20308,AUDI,A6 allroad quattro,32990,Diésel,2015.0,114595,320.0,True,GScars,Catalunya
20309,BMW,Serie 3,5000,Diésel,2005.0,20000,150.0,False,8fc00b0fb12c89f103fb333bc7714542,Comunidad_de_Madrid
20310,HYUNDAI,TUCSON,26700,Híbrido,2019.0,0,116.0,True,Grupo Montalt,Región_de_Murcia
20311,KIA,ceed,21900,Gasolina,2020.0,15,140.0,True,Valgauto Motor Valencia,Comunidad_Valenciana
20312,VOLKSWAGEN,Caddy,11000,Diésel,2012.0,156000,98.25547445255476,False,5fa9db2e335ef69a4eeb9fe7974d61f4,Catalunya
20313,OPEL,Vectra,850,Diésel,1997.0,273000,124.60975609756098,False,a9c018b56449ce838c2b383d9b0a7bd8,Castilla_y_León
20314,CITROEN,Xsara,1200,Gasolina,2000.0,291000,75.0,False,c1bfc188dba59d2681648aa0e6ca8c8e,Castilla_y_León
20315,CHEVROLET,Nubira,1600,Diésel,2008.0,215000,121.0,False,885383f16fccd10370814fcd862aa10d,Comunidad_Valenciana
20316,RENAULT,Megane,2000,Gasolina,2004.0,171500,115.0,False,32252792b9dccf239f5a5bd8e778dbc2,Aragón
20317,VOLKSWAGEN,Scirocco,20800,Gasolina,2015.0,60000,125.0,False,469ceb1200568424ac6cc5b9970c863d,Galicia
20318,SEAT,Leon,2950,Gasolina,2006.0,220000,153.47826086956522,False,57852be8723c9449dc1b6d8977e9f2e9,Comunidad_de_Madrid
20319,FIAT,Panda,4000,Gasolina,2014.0,90000,69.0,False,5fa9db2e335ef69a4eeb9fe7974d61f4,Islas_Baleares
20320,VOLKSWAGEN,Golf,3950,Gasolina,2003.0,135000,105.0,False,93ca193a81d7613e516cd806c6fc4caa,Andalucía
20321,OPEL,Mokka X,12900,Diésel,2017.0,91000,136.0,True,WagenMuñoz,Andalucía
20322,PEUGEOT,106,750,Diésel,2002.0,235000,58.0,False,3107fa997794538d172a376f166cf8ed,Andalucía
20323,BMW,X2,34500,Gasolina,2019.0,8500,140.0,False,8dc70ebd2010e3ea6b726c271ea3e704,Andalucía
20324,FORD,Mustang,38500,Gasolina,2016.0,30000,435.0,True,Superior Autos,Catalunya
20325,AUDI,A1,12500,Diésel,2015.0,93000,116.0,False,9fc0e64cc3ed8b49d9dd47ff5d91dc83,Comunidad_Valenciana
20326,AUDI,A8,31000,Diésel,2014.0,100500,258.0,False,885383f16fccd10370814fcd862aa10d,Región_de_Murcia
20327,VOLKSWAGEN,Passat,12500,Diésel,2015.0,193000,150.0,True,Nelvauto Center,Región_de_Murcia
20328,MERCEDES-BENZ,Clase A,5800,Diésel,2008.0,155000,109.0,True,RS Ocasion,Cantabria
20329,PEUGEOT,207,3000,Gasolina,2009.0,145000,75.0,False,7a92770c855b63e3b4357445904a1583,Región_de_Murcia
20330,OPEL,Astra,3990,Gasolina,2006.0,191225,140.0,True,Canalcar,Comunidad_de_Madrid
20331,AUDI,Q3,22990,Diésel,2015.0,152000,184.0,True,Sportmad Automocion,Galicia
20332,BMW,Serie 3,1100,Diésel,2002.0,300000,170.32142857142858,False,b57b92deedd2a2972d064040556db274,Comunidad_Valenciana
20333,MERCEDES-BENZ,Clase S,3500,Diésel,2002.0,300000,241.8,False,529f9db80f0933695cc20fff6f675205,Galicia
20334,CITROEN,C3 Picasso,10500,Gasolina,2017.0,55000,110.0,True,Garage 34 coches y furgonetas de ocasion,Islas_Baleares
20335,SKODA,Octavia,9200,Diésel,2016.0,175000,110.0,True,Autoeconomic,Galicia
20336,PEUGEOT,308,3500,Diésel,2009.0,140700,110.0,False,c6cc8094c2dc07b700ffcc36d64e2138,Catalunya
20337,VOLKSWAGEN,Polo,3300,Gasolina,2008.0,139000,80.0,False,586112aa28ac5e4520b5f0b32a7bc414,Región_de_Murcia
20338,LEXUS,RX,65000,Híbrido,2018.0,12800,313.0,False,c44688b5061756b3cca2b86c016a1535,Andalucía
20339,VOLKSWAGEN,Polo,700,Gasolina,1998.0,116000,91.14661654135338,False,9ac01316efd8855a6847566aa3087777,Comunidad_Valenciana
20340,TOYOTA,Auris,14650,Híbrido,2018.0,60000,136.0,True,CSV Motor Sevilla,Andalucía
20341,FIAT,500,4300,Gasolina,2014.0,150000,88.00275482093664,False,f7e5b2a36620ce9382a72c998af755f5,Canarias
20342,MERCEDES-BENZ,Clase C,2900,Diésel,2000.0,272000,166.58011049723757,False,7499d5d32c4ac498f357ab83fa91bd55,Región_de_Murcia
20343,MERCEDES-BENZ,Clase B,28500,Gasolina,2019.0,7953,136.0,True,Autokrator,Castilla_La_Mancha
20344,RENAULT,Talisman,21400,Diésel,2016.0,95000,160.0,True,Angel Paulins Sl,Región_de_Murcia
20345,MERCEDES-BENZ,Clase A,3000,Diésel,1998.0,129000,90.0,False,3c9c03d6008a5adf42c2a55dd4a1a9f2,Comunidad_Valenciana
20346,TOYOTA,Yaris,18820,Híbrido,2020.0,0,116.0,True,Motor Arjona,Comunidad_de_Madrid
20347,FORD,Transit Custom,12990,Diésel,2017.0,160000,105.0,True,Autocasionplus.net,Cantabria
20348,OPEL,Combo,2600,Diésel,2005.0,300000,100.0,False,70483b6e100c9cebbffcdc62dea07eda,Catalunya
20349,VOLKSWAGEN,Tiguan,18890,Diésel,2015.0,101433,140.0,True,TREND CARS,Comunidad_de_Madrid
20350,SMART,fortwo,10990,Gasolina,2016.0,18000,71.0,True,Coches Ausín,Comunidad_de_Madrid
20351,ABARTH,500,22800,Gasolina,2020.0,1,165.0,True,Km Motors,Galicia
20352,BMW,Serie 2 Gran Tourer,19990,Diésel,2017.0,77900,150.0,True,Barcelona Premium,Catalunya
20353,FORD,Ka+,8500,Gasolina,2018.0,34508,70.0,True,Grupo Nieto Adame / Apremier Nieto Group (GNA/ANG),Andalucía
20354,FORD,Mondeo,6990,Diésel,2014.0,254000,115.0,True,BENIAUTOS GRUPO BENIDORM,Comunidad_Valenciana
20355,VOLVO,XC60,45700,Diésel,2020.0,100,190.0,True,GJ AUTOMOTIVE,Castilla_y_León
20356,CITROEN,C3,1250,Diésel,2005.0,270000,80.67460317460318,False,f75b220d87ab9b71a55d9e2da349477a,Región_de_Murcia
20357,JAGUAR,XE,21900,Diésel,2016.0,121138,180.0,True,Movilcar,Comunidad_de_Madrid
20358,BMW,Serie 5,6500,Diésel,2005.0,213000,208.25846153846155,False,e355ec3b68d0fffc37d181f2da9d2fa3,Castilla_La_Mancha
20359,BMW,X3,9999,Diésel,2009.0,155000,177.0,False,0d06dd6fbd43b33fd530a6dad8c053b9,Comunidad_de_Madrid
20360,OPEL,Combo Life,20600,Diésel,2020.0,0,102.0,True,Karealde S.A,País_Vasco
20361,MERCEDES-BENZ,Clase X,34500,Diésel,2020.0,1,163.0,True,Traverauto.es,Comunidad_Valenciana
20362,TOYOTA,Yaris,10900,Gasolina,2020.0,3496,69.0,True,Yokaxarquia,Andalucía
20363,PEUGEOT,206,1200,Diésel,2000.0,198000,70.0,False,1a84bc08eee7713511453e143bde8a39,Cantabria
20364,MERCEDES-BENZ,Clase GLK,11500,Diésel,2009.0,243000,170.0,False,f964ec386676ab3b4bae194d3fb7fd69,Cantabria
20365,RENAULT,Megane,2100,Diésel,2007.0,270,108.679012345679,False,eac17c061087b9cb8d216e8ce8f6ca2d,Comunidad_Valenciana
20366,KIA,Sportage,15200,Diésel,2017.0,125000,115.0,True,Automoviles Sercor,Andalucía
20367,MERCEDES-BENZ,Clase C,35900,Diésel,2019.0,14300,194.0,False,35f2c73eb16c256bfa74d06fcb539525,Principado_de_Asturias
20368,AUDI,A4,25400,Diésel,2016.0,131500,218.0,True,Talleres Alzorriz,Navarra
20369,ALFA ROMEO,156,1000,Diésel,2001.0,360000,119.375,False,78e2e2bc08d818511306346dfb97389c,Principado_de_Asturias
20370,PEUGEOT,e-208,28450,Eléctrico,2020.0,2,136.0,True,Eslauto Automocion,Galicia
20371,MERCEDES-BENZ,CLS,52900,Diésel,2019.0,11200,286.0,True,Rahn Star,Canarias
20372,BMW,Serie 3,28490,Híbrido enchufable,2017.0,47617,252.0,True,Flexicar Málaga,Andalucía
20373,VOLKSWAGEN,CC,22700,Diésel,2015.0,87000,184.0,True,Maxiauto,Andalucía
20374,VOLKSWAGEN,New Beetle,3990,Diésel,2002.0,102000,100.0,True,Ocasioncars,Andalucía
20375,OPEL,Astra,1000,Diésel,2002.0,280000,116.09283819628648,False,cffd649a2c4eae5266e15f3dd86bad38,Comunidad_Valenciana
20376,BMW,Serie 1,24000,Diésel,2017.0,45000,150.0,True,Motor Munich,Catalunya
20377,HONDA,CR-V,35000,Híbrido,2020.0,2800,184.0,True,Auto Gelkor,País_Vasco
20378,CITROEN,C5 Aircross Hybrid,42461,Híbrido enchufable,2020.0,1,225.0,True,CITROËN Tarrauto,Catalunya
20379,PEUGEOT,308,17450,Gasolina,2019.0,24368,110.0,True,Grupo Talauto V.O.,Castilla_La_Mancha
20380,RENAULT,Clio,9990,Gas licuado (GLP),2017.0,65000,90.0,True,Renault Ocasión Rycauto,Comunidad_de_Madrid
20381,HYUNDAI,TUCSON,21900,Diésel,2016.0,80000,136.0,True,MinoAutos,Galicia
20382,DACIA,Sandero,7000,Gasolina,2016.0,15500,75.0,False,a314915ec1e6b959ebed1dae34e1a016,Islas_Baleares
20383,RENAULT,Clio,12900,Gasolina,2016.0,82880,120.0,True,GRUPO CARS,Comunidad_de_Madrid
20384,FORD,Focus,1000,Diésel,2002.0,331000,116.67323943661972,False,dcbe6f24319e10a151d1cfadc5c54e3a,Andalucía
20385,PORSCHE,Panamera,69990,Híbrido enchufable,2017.0,119000,462.0,True,Modern Brand Cars,Comunidad_de_Madrid
20386,SEAT,Ibiza,4350,Diésel,2010.0,262000,105.0,True,Merida Motor Malaga,Andalucía
20387,BMW,X3,59990,Híbrido,2020.0,7000,190.0,True,GOmotor - Grup Oliva Motor,Catalunya
20388,AUDI,A3,11900,Diésel,2012.0,120000,128.46183953033267,False,7a84e9774f14bba43b17c870e64f6c14,Comunidad_de_Madrid
20389,BMW,Serie 1,17490,Diésel,2017.0,89990,150.0,True,Flexicar Málaga,Andalucía
20390,BMW,Serie 5,6900,Diésel,2006.0,180000,231.0,False,ffc150a160d37e92012c196b6af4160d,Andalucía
20391,MERCEDES-BENZ,Clase C,8950,Diésel,2008.0,155000,166.58011049723757,False,a27fe4fc1d7fd3b4b7fe0a3cdc9ff20a,Catalunya
20392,NISSAN,Micra,10990,Gasolina,2018.0,54085,90.0,True,GOmotor - Grup Oliva Motor,Catalunya
20393,CHRYSLER,Grand Voyager,3950,Diésel,2005.0,207300,150.0,True,Autofesa,Comunidad_de_Madrid
20394,VOLKSWAGEN,Caddy,1700,Diésel,2002.0,180000,90.0,False,e885d567f57b0f87333c25f7f3a1e381,Región_de_Murcia
20395,CITROEN,C4,2300,Diésel,2005.0,210000,110.0,False,c8bcade02c416d7e0e49cd329fbdc2de,Catalunya
20396,NISSAN,350Z,9300,Gasolina,2004.0,136000,294.3333333333333,False,36b60998e8e38b6b88fbe4180a3caf99,Comunidad_Valenciana
20397,RENAULT,Talisman,22900,Diésel,2018.0,22150,130.0,True,Gaursa,País_Vasco
20398,JEEP,Wrangler,26500,Diésel,2015.0,49500,200.0,False,fbc86de39e68a819722cff24706cd5b3,Comunidad_de_Madrid
20399,MERCEDES-BENZ,Vito,9800,Diésel,2007.0,280000,129.15441176470588,False,ba43743d35612b2e157945847c9ab3a5,Castilla_La_Mancha
20400,SEAT,Ateca,25400,Gasolina,2018.0,10,150.0,True,Ural Motor,Castilla_y_León
20401,RENAULT,Clio,2499,Diésel,2007.0,168000,80.14893617021276,False,338c23e8eafc19ec9236404deac0bef4,Comunidad_Valenciana
20402,OPEL,Corsa,2500,Diésel,2006.0,180000,90.0,False,d8c42b7510f7fff701fd1b6359b606cc,Comunidad_Valenciana
20403,NISSAN,X-TRAIL,32900,Diésel,2020.0,3,150.0,True,Automoviles Hermanos Saugar,Castilla_y_León
20404,VOLKSWAGEN,Golf,15450,Diésel,2018.0,67000,115.0,True,CSV Motor Sevilla,Andalucía
20405,VOLKSWAGEN,Scirocco,11490,Gasolina,2010.0,77300,122.0,True,Flexicar Barcelona,Catalunya
20406,SEAT,Altea XL,6990,Diésel,2010.0,90000,105.0,True,AUTO MEDES INDUSTRIAL,Catalunya
20407,HYUNDAI,i20,12990,Gasolina,2020.0,6000,100.0,True,Cobendai Hyundai,Comunidad_de_Madrid
20408,MERCEDES-BENZ,Clase B,29195,Gasolina,2019.0,12069,136.0,True,Mercedes-Benz Madrid,Comunidad_de_Madrid
20409,NISSAN,NOTE,7990,Gasolina,2014.0,49000,80.0,True,Hermanos Peón,Principado_de_Asturias
20410,BMW,Serie 4,19900,Diésel,2016.0,178000,190.0,True,Flexicar Barcelona,Catalunya
20411,PEUGEOT,3008,13990,Gasolina,2016.0,52000,130.0,True,Flexicar Valencia,Comunidad_Valenciana
20412,MINI,MINI,23990,Gasolina,2019.0,14906,136.0,True,Barcelona Premium,Catalunya
20413,OPEL,Astra,3400,Gasolina,2002.0,198000,124.13658536585366,False,65314e903461a614229ea5a2099d758e,Región_de_Murcia
20414,MERCEDES-BENZ,Clase GLE,44900,Híbrido enchufable,2016.0,89000,442.0,True,SF Motor,Castilla_La_Mancha
20415,MERCEDES-BENZ,Clase A,23800,Diésel,2017.0,46375,136.0,True,Girauto,Catalunya
20416,VOLKSWAGEN,Golf,14900,Gasolina,2018.0,82765,110.0,True,Crestanevada Sevilla,Andalucía
20417,BMW,X4,46490,Gasolina,2017.0,37250,360.0,True,Framacar,Andalucía
20418,MERCEDES-BENZ,Clase E,3990,Gasolina,1991.0,192000,220.0,True,Auto Solutions,Comunidad_de_Madrid
20419,SEAT,Ibiza,6250,Gasolina,2012.0,61463,85.0,False,57c5d17085ed9496eb6018facf6bd0a5,Catalunya
20420,NISSAN,X-TRAIL,15500,Diésel,2016.0,86000,130.0,True,ALD Sevilla,Andalucía
20421,RENAULT,Scenic,2000,Diésel,2006.0,220000,114.16666666666669,False,e8e745bbfa93742d4c5f7242682d3373,Aragón
20422,VOLKSWAGEN,Golf,6750,Diésel,2011.0,198000,105.0,True,Autos FMP,Andalucía
20423,AUDI,A4,18290,Diésel,2016.0,130237,150.0,True,Clicars,Comunidad_de_Madrid
20424,OPEL,Combo,7990,Diésel,2016.0,118471,105.0,True,Motor Gamboa,Comunidad_de_Madrid
20425,OPEL,Corsa,700,Gasolina,1993.0,136000,95.53521126760565,False,266575d3c2b8a34f83817458f96152b1,Andalucía
20426,SEAT,Ibiza,3800,Diésel,2006.0,200000,94.28936170212766,False,7feb6b670b1c62b7c5deb11308230cae,Andalucía
20427,SSANGYONG,Rexton,15000,Diésel,2014.0,176000,166.73333333333332,False,651faef175451b43088ed6fab4aab961,Castilla_La_Mancha
20428,NISSAN,LEAF,15900,Eléctrico,2017.0,13313,109.0,True,Restrenacar,Catalunya
20429,FORD,C-Max,12900,Gasolina,2018.0,52100,125.0,True,Grupo Montalt,Región_de_Murcia
20430,MERCEDES-BENZ,Clase CLA,21900,Diésel,2013.0,160000,170.0,True,Romave Automocion,Castilla_La_Mancha
20431,BMW,X5,41990,Diésel,2016.0,73000,258.0,True,TOP CAR,Cantabria
20432,TOYOTA,Verso,11790,Diésel,2015.0,139990,112.0,True,Flexicar Barcelona,Catalunya
20433,PEUGEOT,308,10810,Diésel,2016.0,99727,100.0,True,HR Motor Barcelona,Catalunya
20434,SEAT,Leon,18900,Gas natural (CNG),2020.0,12314,130.0,True,ABlanes,Catalunya
20435,FORD,Kuga,7500,Diésel,2009.0,135000,136.0,False,cc8c54759f9531e45733647ff5dea62f,Andalucía
20436,RENAULT,Megane,1300,Diésel,2004.0,300000,108.679012345679,False,917dcf8dfdb04816d5085c05419494e2,Andalucía
20437,KIA,Sportage,6000,Diésel,2007.0,146000,121.65040650406505,False,8ea74a0ba3b68d9922e5387a40128196,Andalucía
20438,OPEL,Mokka,8500,Diésel,2014.0,177000,130.0,True,MOCARGAR,Andalucía
20439,MERCEDES-BENZ,Clase C,2600,Diésel,2004.0,484444,166.58011049723757,False,3e18c1477d765d4ceafa429bbe317fd2,Comunidad_de_Madrid
20440,RENAULT,Clio,6490,Diésel,2016.0,140000,75.0,True,Manchacars,Castilla_La_Mancha
20441,SUBARU,Outback,34495,Gasolina,2020.0,10,175.0,True,Vertiz Motor,País_Vasco
20442,BMW,Serie 3,7800,Diésel,2008.0,225000,170.32142857142858,False,80562888a86e53cf697e4c20df755a25,Comunidad_Valenciana
20443,CITROEN,C4,4500,Gasolina,2012.0,149000,117.84615384615384,False,3ba8585f64d89a857b9fef4dc3c6c5d7,Canarias
20444,FIAT,500,7499,Gasolina,2014.0,99800,69.0,True,Talleres Miguel Angel,Andalucía
20445,FIAT,Panda,4750,Diésel,2010.0,57000,70.0,True,Mgacoches,Galicia
20446,PEUGEOT,Partner,5500,Diésel,2007.0,120000,88.10135135135135,False,662eaa47199461d01a623884080934ab,Andalucía
20447,AUDI,A4,13990,Diésel,2016.0,195506,150.0,True,DOSAUTO - Barcelona,Catalunya
20448,SKODA,Fabia,1500,Diésel,2003.0,235000,64.0,False,fd29458ae58ac32a2d8734ed90ad51ec,Comunidad_Valenciana
20449,FORD,Fiesta,9500,Diésel,2017.0,30000,85.0,True,Autos cristóbal,Comunidad_Valenciana
20450,MERCEDES-BENZ,Clase A,35690,Diésel,2020.0,15,116.0,True,Mercedes-Benz Goiko-Auto,País_Vasco
20451,PEUGEOT,3008,23990,Diésel,2019.0,14618,130.0,True,PSA Retail Zaragoza- Ctr. Madrid,Aragón
20452,FORD,Mondeo,11990,Diésel,2015.0,133000,150.0,True,AUTOCONFI - IDILICAR,Comunidad_de_Madrid
20453,BMW,X2,32800,Diésel,2019.0,24800,150.0,True,Flexicar Zaragoza,Aragón
20454,LEXUS,IS220d,5900,Diésel,2007.0,134600,177.0,True,Connecting Barcelona  SL,Catalunya
20455,CHRYSLER,Sebring,7500,Gasolina,2008.0,70000,156.25,False,9663d905c587ba4c206bfdc24af3c28c,Andalucía
20456,AUDI,Q7,22000,Diésel,2012.0,208000,204.0,False,852d9e77952b7a9708aac2828f333e08,Catalunya
20457,BMW,Serie 4,28000,Diésel,2015.0,185000,258.0,False,d6d6c0697240484a07af7d82d7bd6b79,Comunidad_de_Madrid
20458,HYUNDAI,i40,16690,Diésel,2019.0,69872,115.0,True,Kroman Ocasion,Comunidad_Valenciana
20459,LAND-ROVER,Range Rover Evoque,31600,Diésel,2017.0,47000,150.0,True,Anglo Española De Automóviles,Galicia
20460,RENAULT,Kangoo Furgon,8995,Diésel,2017.0,55950,75.0,True,Proa Ocasión Valencia,Comunidad_Valenciana
20461,SEAT,Tarraco,30200,Gasolina,2019.0,12500,150.0,True,TALLERES HERCOS COLINDRES,Cantabria
20462,TOYOTA,Corolla Verso,4999,Diésel,2006.0,183000,177.0,True,Presleymotor,Castilla_La_Mancha
20463,BMW,Serie 1,7000,Gasolina,2009.0,137000,122.0,False,f2c801ac534adcadb59b8eac354e0c90,Galicia
20464,RENAULT,Espace,4650,Diésel,2007.0,190000,151.86567164179104,False,70483b6e100c9cebbffcdc62dea07eda,Comunidad_Valenciana
20465,VOLKSWAGEN,Polo,8990,Gasolina,2017.0,48000,90.0,True,"OHANA CARS S.L,",Canarias
