,Marca,Modelo,Precio,Combustible,Anyo,Kilometros,Potencia,Vendedor_profesional,dealer,Comunidad_Autonoma
32393,BMW,X1,12990,Diésel,2010.0,100000,143.0,False,dff929e1cdb0f5b3e91fda8f4865d000,Comunidad_de_Madrid
32394,VOLKSWAGEN,Scirocco,15300,Diésel,2014.0,157512,140.0,True,Flexicar Mostoles,Comunidad_de_Madrid
32395,HYUNDAI,IONIQ,18900,Híbrido,2019.0,13150,141.0,True,MOTORPRIM,Catalunya
32396,VOLKSWAGEN,Scirocco,16000,Gasolina,2010.0,119423,210.0,False,77dcd555f38b965d220a13a3bb080260,Catalunya
32397,MERCEDES-BENZ,CLA,39590,Gasolina,2020.0,16227,163.0,True,Yamovil,Comunidad_de_Madrid
32398,HONDA,Accord,8000,Diésel,2009.0,136000,150.0,False,1ebe4dc4e147c962f003084b84a6edcb,País_Vasco
32399,MERCEDES-BENZ,Clase A,21499,Diésel,2017.0,44453,109.0,True,Autohero,Andalucía
32400,VOLVO,XC90,55990,Diésel,2020.0,2380,235.0,True,Hermanos Viñaras Toledo,Castilla_La_Mancha
32401,AUDI,S6,37990,Gasolina,2012.0,103000,420.0,True,Outlet Cars Madrid S.L,Comunidad_de_Madrid
32402,TOYOTA,Yaris,10400,Gasolina,2016.0,59862,69.0,True,Gaztelu Ocasión Gipuzkoa,País_Vasco
32403,RENAULT,Megane,1500,Diésel,2005.0,117000,120.0,False,2c42fd34b41ef7c847e1b20f460396e4,Catalunya
32404,LAND-ROVER,Range Rover Velar,67900,Diésel,2018.0,19000,300.0,True,ShowCars Madrid,Comunidad_de_Madrid
32405,NISSAN,LEAF,28900,Eléctrico,2020.0,500,150.0,True,Cyasa,Principado_de_Asturias
32406,BMW,Serie 3,8400,Diésel,2008.0,200500,170.32142857142858,False,38e2b2e31c0fce9537f735dda9fdf10a,Andalucía
32407,VOLKSWAGEN,Passat,4900,Diésel,2008.0,210000,105.0,True,2015 Gestio Motors,Catalunya
32408,OPEL,Astra,400,Diésel,2002.0,410000,116.09283819628648,False,aefe34008e63f1eb205dc4c4b8322253,País_Vasco
32409,FORD,Fusion,1999,Diésel,2008.0,156000,74.875,False,65314e903461a614229ea5a2099d758e,Comunidad_de_Madrid
32410,MERCEDES-BENZ,Clase E,39900,Diésel,2019.0,3200,194.0,True,Automocion del Oeste,Extremadura
32411,FIAT,Tipo,17700,Gasolina,2019.0,1,120.0,True,Autosi,Catalunya
32412,MERCEDES-BENZ,Clase A,19490,Diésel,2016.0,125000,136.0,True,Elite Cars,Andalucía
32413,PEUGEOT,407,2200,Diésel,2005.0,224500,110.0,False,e9266b8a4201778af50b99e5785c4355,Andalucía
32414,PEUGEOT,207,2500,Gasolina,2008.0,100000,75.0,False,c6cc8094c2dc07b700ffcc36d64e2138,Andalucía
32415,AUDI,S3,9490,Gasolina,2001.0,129900,210.0,True,RM3 Cars,Catalunya
32416,RENAULT,Megane,12490,Diésel,2016.0,99635,110.0,True,Grupo Velazquez,Andalucía
32417,LAMBORGHINI,Gallardo,79999,Gasolina,2006.0,49000,520.0,True,Egocars,Comunidad_Valenciana
32418,SEAT,Leon,3999,Diésel,2003.0,190000,110.0,True,Central Cars 2,Aragón
32419,OPEL,Crossland X,18100,Gasolina,2019.0,4,110.0,True,Grupo Gedauto,Extremadura
32420,MERCEDES-BENZ,Clase E,3500,Diésel,2002.0,370000,192.36688311688312,False,78842815248300fa6ae79f7776a5080a,Galicia
32421,MERCEDES-BENZ,Clase B,14500,Diésel,2013.0,94000,136.0,True,TOP CARS AS TARRACO SL,Catalunya
32422,AUDI,Q3,23500,Diésel,2015.0,58136,150.0,True,BC Motor,La_Rioja
32423,OPEL,Insignia,9500,Diésel,2017.0,140000,120.0,True,Automóviles San Jorge,Extremadura
32424,RENAULT,Latitude,8700,Diésel,2011.0,123792,150.0,True,Ocasion Plus,Comunidad_de_Madrid
32425,VOLKSWAGEN,Touran,3000,Diésel,2006.0,292000,121.58181818181818,False,a86f011d668c7372441b0f880d2132cd,Navarra
32426,FIAT,Doblò,8999,Diésel,2016.0,80000,90.0,True,MUCHOCOCHE.ES,Andalucía
32427,BMW,Serie 5,4000,Diésel,2003.0,178000,208.25846153846155,False,88b1be54c481a01d495bf04164110ab1,Navarra
32428,SUZUKI,Swift,4000,Gasolina,2007.0,124000,98.70967741935485,False,41963d6239660bc3b9b43afa9ee862d0,Galicia
32429,MERCEDES-BENZ,Clase M,5300,Diésel,2004.0,360000,211.97590361445785,False,92eaf3719159c372f3d50337e0a14f57,Región_de_Murcia
32430,PEUGEOT,3008,20900,Gasolina,2017.0,78593,130.0,True,Driveris,Andalucía
32431,MINI,MINI,17900,Gasolina,2017.0,26054,136.0,True,Maberauto,Comunidad_Valenciana
32432,DS,DS 5,21900,Diésel,2018.0,47718,181.0,True,Grupo Gedauto,Extremadura
32433,SEAT,Leon,1600,Diésel,2001.0,220000,124.0846394984326,False,2488b053e2dd8c905bcded609f00f853,Andalucía
32434,MERCEDES-BENZ,Viano,24500,Diésel,2005.0,235000,150.0,False,266575d3c2b8a34f83817458f96152b1,Catalunya
32435,SEAT,Toledo,1000,Diésel,1999.0,330000,111.92307692307692,False,40da91d4bb20258303da423c4e53f2a1,Andalucía
32436,OPEL,Zafira,1300,Gasolina,2001.0,172628,125.0,False,92eaf3719159c372f3d50337e0a14f57,Comunidad_Valenciana
32437,AUDI,A6,16500,Diésel,2011.0,135000,204.0,True,HGP Motors,Catalunya
32438,BMW,X5,28900,Diésel,2015.0,234000,258.0,True,Automercury,Andalucía
32439,SSANGYONG,Rodius,9950,Diésel,2013.0,120647,165.0,True,Canalcar,Comunidad_de_Madrid
32440,BMW,Serie 5,7600,Diésel,2005.0,208000,218.0,False,c899a91880ee511c03f5810cf9eaa022,Comunidad_de_Madrid
32441,VOLVO,XC40,36610,Diésel,2020.0,1,150.0,True,Hermanos Viñaras Toledo,Castilla_La_Mancha
32442,MASERATI,Coupe,19000,Gasolina,2003.0,122500,390.0,True,Tayre - Concesionario Oficial,Comunidad_de_Madrid
32443,LEXUS,NX,35500,Híbrido,2019.0,9999,197.0,True,GrupoBafer,Castilla_y_León
32444,MAZDA,Mazda3,3200,Diésel,2007.0,190000,125.36585365853658,False,3f128e570b3a9009d7b52a0523af43dd,Comunidad_Valenciana
32445,PEUGEOT,407,2200,Diésel,2007.0,160000,110.0,False,67a2a324cb08c0b2f02d096eceee933b,Comunidad_de_Madrid
32446,BMW,X1,13900,Diésel,2010.0,105000,150.38671875,False,799d0f3c70453b7d64220a3040f5190b,Región_de_Murcia
32447,PEUGEOT,3008,20650,Gasolina,2019.0,56000,130.0,True,ALD Sevilla,Andalucía
32448,AUDI,A4,15800,Diésel,2014.0,135000,177.0,False,cb06df458e9a72476d2e0b2998647f91,Castilla_y_León
32449,AUDI,RS6,59890,Gasolina,2014.0,89990,560.0,True,AC Performance,Galicia
32450,VOLKSWAGEN,Caravelle,28990,Diésel,2019.0,13398,102.0,True,Integral Motion,Galicia
32451,FORD,Kuga,14995,Diésel,2017.0,67000,120.0,True,Cars & Cars,Comunidad_de_Madrid
32452,BMW,X5,38500,Diésel,2014.0,29000,258.0,True,Autos Cozar,Andalucía
32453,PEUGEOT,Expert,13963,Diésel,2015.0,72469,126.0,True,Automóviles Eduardo,La_Rioja
32454,NISSAN,Micra,11200,Diésel,2019.0,20924,90.0,True,TARRACO CENTER,Catalunya
32455,JEEP,Grand Cherokee,35999,Diésel,2016.0,77000,250.0,True,Novaparqautos,Andalucía
32456,OPEL,Astra,3500,Diésel,2004.0,157000,116.09283819628648,False,177dacb14b34103960ec27ba29bd686b,Andalucía
32457,TOYOTA,GT86,26990,Gasolina,2018.0,49900,200.0,True,AutoHome,Comunidad_de_Madrid
32458,MERCEDES-BENZ,Clase A,4800,Gasolina,2004.0,127000,140.0,False,f13bb1bed03db9d68a7d9a48aafeec78,Andalucía
32459,AUDI,A5,9500,Diésel,2008.0,228000,190.0,False,509e0895bd82e3315e79018a6ce02181,Castilla_La_Mancha
32460,SEAT,Ibiza,12200,Gasolina,2019.0,21564,80.0,True,Autopodium,Catalunya
32461,AUDI,e-tron,89890,Eléctrico,2020.0,1680,408.0,True,"Sealco Motor, S.A.",Comunidad_de_Madrid
32462,MINI,MINI,14500,Gasolina,2018.0,28350,102.0,True,Talleres Hermindo S.L,Galicia
32463,ALFA ROMEO,Giulietta,11990,Diésel,2015.0,110991,105.0,True,Flexicar Sabadell,Catalunya
32464,HYUNDAI,Kona,31990,Eléctrico,2019.0,10000,204.0,True,Carplus iTenerife,Canarias
32465,RENAULT,Koleos,5600,Diésel,2010.0,251000,155.6315789473684,False,d301d30c473b055427235929d950b6d8,Castilla_La_Mancha
32466,AUDI,A4,5000,Diésel,2003.0,220000,154.22428330522766,False,7bf52ca85a2ba814ea41c1a765c55454,Comunidad_Valenciana
32467,PEUGEOT,Boxer,4000,Diésel,2004.0,395000,125.86301369863014,False,7e89771d89743ae997808fd992b6521d,Castilla_La_Mancha
32468,RENAULT,Megane,3000,Gasolina,2006.0,110957,110.0,False,38e2b2e31c0fce9537f735dda9fdf10a,Andalucía
32469,BMW,Serie 5,6500,Gasolina,2005.0,190000,284.5090909090909,False,6ad0b0e0cf4a57e04f7b6bc3073bc59e,Comunidad_Valenciana
32470,FORD,Kuga,19200,Diésel,2019.0,8798,120.0,True,Ocasion Plus,Aragón
32471,RENAULT,Scenic,2800,Diésel,2006.0,180000,114.16666666666669,False,5058f1af8388633f609cadb75a75dc9d,Andalucía
32472,CITROEN,Jumpy,16890,Diésel,2018.0,46010,95.0,True,Clicars,Comunidad_de_Madrid
32473,CITROEN,C3,14999,Diésel,2020.0,8,102.0,True,Antón Automoción,País_Vasco
32474,MERCEDES-BENZ,Clase A,1600,Gasolina,1999.0,385000,102.0,False,150c16d9d096e70af3596111d7402397,Comunidad_de_Madrid
32475,AUDI,A5,24800,Diésel,2016.0,107352,150.0,False,9e17ad9bb3ccac05ac24c9a0fe636127,Comunidad_de_Madrid
32476,SUBARU,Impreza,16900,Gasolina,2019.0,39980,114.0,True,Gamboa Ocasión,Comunidad_de_Madrid
32477,MERCEDES-BENZ,Clase B,15500,Diésel,2015.0,129000,109.0,True,Carles III,Catalunya
32478,CITROEN,Saxo,1600,Gasolina,2002.0,206000,64.28571428571429,False,83169ac5efc7a84099178a85966f3352,Canarias
32479,MINI,MINI,12900,Gasolina,2011.0,59590,122.0,True,C&C Carsales,Andalucía
32480,PEUGEOT,508,18500,Diésel,2016.0,41601,180.0,True,Ok Cars,Catalunya
32481,VOLKSWAGEN,Polo,4990,Diésel,2008.0,112959,80.0,False,590bee96f908ab681c16a82ec8e16919,Comunidad_de_Madrid
32482,OPEL,Crossland X,14890,Gasolina,2019.0,35070,130.0,True,Clicars,Comunidad_de_Madrid
32483,BMW,Serie 5,26999,Híbrido,2016.0,65240,340.0,True,Luxury Cars DG,Andalucía
32484,MERCEDES-BENZ,Clase S,25000,Diésel,2011.0,155500,258.0,False,f4f4337bc15fe57803f98a1d32d954fa,Comunidad_de_Madrid
32485,OPEL,Astra,12200,Diésel,2015.0,63227,165.0,True,Ocasion Plus,Catalunya
32486,OPEL,Astra,13970,Diésel,2017.0,80000,136.0,True,Horizont Auto,Comunidad_Valenciana
32487,FORD,Mondeo,2999,Diésel,2007.0,152500,140.0,False,b3a4ee02669be83f4492247044f3c2e6,Comunidad_de_Madrid
32488,SEAT,Ibiza,15500,Diésel,2020.0,17000,95.0,True,coches10.es,Región_de_Murcia
32489,OPEL,Zafira Tourer,7000,Diésel,2014.0,187000,140.68965517241378,False,d01e44c461b153b517de417a8305b660,Comunidad_de_Madrid
32490,DS,DS 3 Crossback E-Tense,38102,Eléctrico,2021.0,1,136.0,True,MAAS EXCLUSIVAS PONT,Catalunya
32491,OPEL,Insignia,10990,Diésel,2017.0,133000,170.0,True,Flexicar Valencia,Comunidad_Valenciana
32492,CITROEN,Berlingo,16500,Diésel,2019.0,6307,102.0,True,Zafor,Andalucía
32493,RENAULT,Kangoo Combi,3000,Diésel,2015.0,275690,75.0,False,5ed91a694191a6d00241b9a6f0bd9621,Galicia
32494,MERCEDES-BENZ,Clase C,23990,Diésel,2016.0,147257,170.0,True,BENIAUTOS GRUPO BENIDORM,Comunidad_Valenciana
32495,VOLKSWAGEN,Scirocco,8500,Diésel,2009.0,175000,140.0,False,0b2cc82e6a177b18faefd88581b8597d,Comunidad_Valenciana
32496,CITROEN,C4 Cactus,12000,Gasolina,2017.0,37000,110.0,False,7732798e6c12cb6a658695474970abf8,Catalunya
32497,FIAT,Ducato,13999,Diésel,2016.0,200000,130.0,True,Ortiz Ocasión,Cantabria
32498,CITROEN,C3,13900,Diésel,2018.0,1350,75.0,True,Citroen Moviedo,Principado_de_Asturias
32499,MERCEDES-BENZ,Clase E,3100,Diésel,2003.0,400000,192.36688311688312,False,7cfea2e1e6c3cdd69f0e8dee7f31ef6d,Aragón
32500,CITROEN,C4 Cactus,9990,Gasolina,2015.0,75000,82.0,True,Azza Cars Marbella,Andalucía
32501,MERCEDES-BENZ,Clase E,18900,Diésel,2011.0,167000,231.0,False,92eaf3719159c372f3d50337e0a14f57,Comunidad_de_Madrid
32502,VOLKSWAGEN,Passat,11900,Diésel,2016.0,95353,120.0,True,DVF Services,Comunidad_de_Madrid
32503,MERCEDES-BENZ,Clase CLA,24800,Gasolina,2017.0,80000,156.0,False,1b4f2200de29400ce0797b5d651afd4c,Catalunya
32504,RENAULT,Clio,1600,Gasolina,2003.0,195000,75.0,False,ffc150a160d37e92012c196b6af4160d,Comunidad_de_Madrid
32505,PEUGEOT,207,2800,Gasolina,2007.0,120000,120.0,True,Good Cars,Comunidad_Valenciana
32506,ALFA ROMEO,147,2000,Diésel,2002.0,334000,115.0,False,70483b6e100c9cebbffcdc62dea07eda,Castilla_y_León
32507,SKODA,Fabia,6500,Gasolina,2015.0,34000,81.3010752688172,False,f6da234425928b44703e12b81bc5e15a,Comunidad_de_Madrid
32508,RENAULT,Kangoo Z.E.,17990,Eléctrico,2017.0,9627,60.0,True,Renault Retail Group Valencia,Comunidad_Valenciana
32509,NISSAN,JUKE,16275,Gasolina,2019.0,18640,112.0,True,Grupo Montalt,Región_de_Murcia
32510,MASERATI,Levante,76900,Gasolina,2018.0,14500,350.0,True,Automoviles Sanchez,Aragón
32511,AUDI,A7,18490,Diésel,2011.0,254000,245.0,True,Flexicar Sevilla,Andalucía
32512,SUZUKI,Vitara,27200,Híbrido,2020.0,0,129.0,True,La Serna 4X4,Castilla_y_León
32513,PEUGEOT,5008,26000,Gasolina,2020.0,18,130.0,True,Peugeot Lozauto,Principado_de_Asturias
32514,ALFA ROMEO,Stelvio,24900,Diésel,2017.0,56000,150.0,True,Toraya Motor,Andalucía
32515,SSANGYONG,Actyon,6500,Diésel,2010.0,147000,139.63636363636363,False,7b2577e5eb26f6e9174c917d94099666,Castilla_y_León
32516,FIAT,500X,12900,Gasolina,2016.0,49400,110.0,True,Autolíder Ocasión,Aragón
32517,PEUGEOT,207,3600,Diésel,2012.0,233000,70.0,True,Baltar Automoviles,Comunidad_de_Madrid
32518,NISSAN,X-TRAIL,23900,Diésel,2018.0,25342,130.0,True,Edition Cars,Catalunya
32519,LAND-ROVER,Freelander,8490,Diésel,2011.0,276000,150.0,True,SM Motor,Aragón
32520,HYUNDAI,i30,7995,Diésel,2016.0,196000,110.0,False,70483b6e100c9cebbffcdc62dea07eda,Andalucía
32521,RENAULT,R21,3000,Gasolina,1992.0,116000,95.0,False,601d36d7cd474da666c1caa4ba343596,Galicia
32522,VOLKSWAGEN,Golf,13950,Diésel,2015.0,79000,105.0,True,Style Car Canarias,Canarias
32523,FORD,C-Max,3599,Diésel,2010.0,199000,109.0,True,Erandio Autoak,País_Vasco
32524,MASERATI,Quattroporte,21000,Gasolina,2007.0,100000,405.7142857142857,False,277faeb414bc2e86168e186430592cd5,Andalucía
32525,FORD,Kuga,8999,Diésel,2010.0,139000,140.0,True,GASS MOTORSPORT,Catalunya
32526,VOLKSWAGEN,Golf,1800,Diésel,2000.0,320000,110.0,False,311020666a5776c57d265ace682dc46d,Catalunya
32527,RENAULT,Megane,6499,Diésel,2010.0,90000,105.0,True,Autotop Ocasion,Andalucía
32528,RENAULT,Kadjar,24099,Diésel,2020.0,0,115.0,True,Talleres Blas Serna,Comunidad_Valenciana
32529,OPEL,Astra,7999,Diésel,2016.0,125000,110.0,True,Automóviles Montequinto,Andalucía
32530,OPEL,Mokka,10995,Gasolina,2014.0,82700,140.0,True,Car Outlet,Comunidad_Valenciana
32531,AUDI,A4,19900,Diésel,2016.0,103789,150.0,True,Tecfogamotor,Catalunya
32532,TATA,Aria,6900,Diésel,2015.0,84905,150.0,True,Autobages (Ford),Catalunya
32533,FORD,Mondeo,1300,Diésel,2003.0,199600,130.0,False,262031397020fd8df478ec13b4b096c5,Comunidad_Valenciana
32534,JEEP,Grand Cherokee,3800,Diésel,2000.0,227000,140.0,True,Autos Jijona,Comunidad_Valenciana
32535,HYUNDAI,i20,9900,Gasolina,2018.0,44618,84.0,True,Click Autos,Comunidad_Valenciana
32536,TOYOTA,Rav4,12900,Diésel,2012.0,126794,150.0,True,VOLMAR LA TEVA VOLVO A MATARO I MARESME,Catalunya
32537,FIAT,Doblò Cargo,8500,Diésel,2017.0,81372,95.0,True,Miguel Campos Motor,Andalucía
32538,MINI,MINI,2999,Gasolina,2002.0,300000,115.0,True,Magia Motor,Comunidad_de_Madrid
32539,PEUGEOT,Rifter,16300,Diésel,2019.0,24413,100.0,True,Automoviles Mabusa,Comunidad_de_Madrid
32540,CITROEN,C3,11100,Diésel,2017.0,38846,75.0,True,Automoviles Sanchez Arcos,Andalucía
32541,VOLKSWAGEN,Golf,10490,Diésel,2013.0,143000,105.0,True,INBIAUTO MOTOR,País_Vasco
32542,CITROEN,DS4,11300,Diésel,2014.0,84944,114.0,True,Ocasion Plus,Comunidad_Valenciana
32543,HONDA,Civic,3700,Gasolina,1999.0,113000,125.0,False,35bdf5b08690623816dfc0c105dee12f,Andalucía
32544,RENAULT,Megane,1300,Diésel,2005.0,308000,120.0,False,c9af96c05921d8a3ad9d033367c0c873,Castilla_y_León
32545,VOLKSWAGEN,Golf,8000,Diésel,2011.0,145000,105.0,False,29ffa2152c49c356ba0882c86d0cf72b,Andalucía
32546,AUDI,A4,3150,Diésel,2003.0,260000,154.22428330522766,False,88f4cf520f1e1b430e6077328666b3e5,Extremadura
32547,TOYOTA,Celica,5000,Gasolina,1992.0,148000,160.0,True,Automòbils Canyadó,Catalunya
32548,MERCEDES-BENZ,Clase E,6500,Diésel,2005.0,200000,192.36688311688312,False,878d42be8d0721cc420f7ca7e74871c4,Andalucía
32549,RENAULT,Captur,13800,Gasolina,2018.0,37000,90.0,True,Valls Motors,Catalunya
32550,FIAT,500,9200,Gasolina,2017.0,34029,69.0,True,Mogacar de Automocion,Catalunya
32551,BMW,Serie 4,25400,Gasolina,2016.0,85885,184.0,True,CarNext.com,Comunidad_de_Madrid
32552,PEUGEOT,308,14900,Gasolina,2018.0,43489,130.0,False,70483b6e100c9cebbffcdc62dea07eda,Comunidad_Valenciana
32553,CITROEN,C4,9900,Diésel,2011.0,73000,150.0,True,Automoviles Reus,Catalunya
32554,BMW,X3,6700,Diésel,2005.0,180000,150.0,False,098a50f333b9fc79b806dd51ed4ea859,Comunidad_Valenciana
32555,SUZUKI,Ignis,16585,Híbrido,2020.0,0,90.0,True,Quiles Concesionarios I,Comunidad_de_Madrid
32556,VOLKSWAGEN,Scirocco,11500,Gasolina,2013.0,81000,150.92105263157896,False,db05833c29e688b5ab54d5e8608a72ec,Canarias
32557,AUDI,A4,23490,Diésel,2015.0,83000,190.0,True,Autos Minerva,Galicia
32558,HYUNDAI,i30,6900,Gasolina,2008.0,85000,126.0,True,Automoviles y Talleres Andres,Aragón
32559,HONDA,Civic,11000,Gasolina,2008.0,153000,201.0,False,d4ba56ccfb3af3e04bf93ebc631fa931,Comunidad_de_Madrid
32560,BMW,X3,40900,Diésel,2018.0,88225,265.0,True,Movijerez,Andalucía
32561,LAND-ROVER,Defender,29999,Diésel,2011.0,100000,122.0,False,c9e6ea2be7f06713ef9805f337681ffb,Catalunya
32562,MITSUBISHI,Outlander,5500,Diésel,2007.0,270254,140.0,True,Automoviles Camilo,Catalunya
32563,AUDI,A5,9999,Diésel,2009.0,294500,190.0,True,Massini Cars,Comunidad_Valenciana
32564,JEEP,Wrangler Unlimited,32990,Diésel,2008.0,199999,177.0,True,Maycars,Andalucía
32565,AUDI,Q3,17495,Diésel,2013.0,67000,177.0,True,Bmcar Martín,Canarias
32566,VOLKSWAGEN,Tiguan,24500,Diésel,2017.0,132000,150.0,True,Automóviles A Bermudo,Andalucía
32567,AUDI,A3,15000,Diésel,2014.0,170000,128.46183953033267,False,651faef175451b43088ed6fab4aab961,Andalucía
32568,TOYOTA,Auris,12900,Diésel,2016.0,123000,112.0,True,MOTOR EMERITENSE (CITROEN MERIDA),Extremadura
32569,FORD,S-MAX,15800,Diésel,2016.0,137779,150.0,True,Ocasion Plus,Aragón
32570,SEAT,Leon,4700,Diésel,2008.0,160,124.0846394984326,False,5be964e9581bfea8e111dd77619e7f47,Comunidad_de_Madrid
32571,SEAT,Arona,18900,Gasolina,2019.0,5000,115.0,True,Automoviles Andres,Comunidad_Valenciana
32572,FORD,Mondeo,950,Gasolina,1998.0,226000,115.0,False,364a440226e1b575411a0e324e712d17,Comunidad_Valenciana
32573,FORD,Transit Custom,13800,Diésel,2017.0,195000,105.0,True,Auto Aizoain Sl,Navarra
32574,JEEP,Grand Cherokee,4000,Diésel,1999.0,214421,140.0,False,ffc150a160d37e92012c196b6af4160d,Castilla_y_León
32575,LAND-ROVER,Range Rover,2000,Diésel,1998.0,235000,136.0,False,dc1d67d1a5e9d52940945516548c8ec3,Castilla_y_León
32576,PEUGEOT,508,17350,Gasolina,2017.0,61000,165.0,False,31c57e39128834bdef2f6f4b0bca8ecb,Comunidad_Valenciana
32577,NISSAN,QASHQAI,19400,Gasolina,2020.0,24692,140.0,True,Las Claras Automoción,Andalucía
32578,VOLKSWAGEN,Polo,19000,Gasolina,2019.0,24500,200.0,False,e9ab19d1c9c964be7ac200eb12993261,Canarias
32579,FORD,Focus,2200,Diésel,2007.0,230000,115.0,False,051cb5fef3e78188315d9da25d3c1ea8,Andalucía
32580,VOLKSWAGEN,Polo,870,Diésel,2003.0,322086,75.0,True,Premium Cars Iberia,Comunidad_de_Madrid
32581,BMW,X3,44500,Diésel,2019.0,11785,190.0,True,Movil Begar Levante,Comunidad_Valenciana
32582,SAAB,9-3,8900,Diésel,2009.0,121000,150.0,False,0bc24d6453cd7013f80f2a3a700ac703,Comunidad_de_Madrid
32583,VOLKSWAGEN,Passat,5400,Gasolina,2006.0,149000,115.0,True,MULTIMARCAS VALENCIA,Comunidad_Valenciana
32584,AUDI,TT,5500,Gasolina,2000.0,170000,180.0,True,Alberto Alonso,Catalunya
32585,SEAT,Ibiza,2500,Diésel,2006.0,200000,94.28936170212766,False,b755f3cb165ca5e11f6f670774554cab,Comunidad_de_Madrid
32586,VOLKSWAGEN,Touran,13499,Diésel,2016.0,160000,110.0,True,Automóviles Montequinto,Andalucía
32587,HONDA,Accord,4500,Diésel,2007.0,200000,140.0,False,792f70777179412ee6ca7229422e69aa,Andalucía
32588,NISSAN,NV200,9500,Diésel,2014.0,113300,110.0,False,78e2e2bc08d818511306346dfb97389c,Principado_de_Asturias
32589,OPEL,Crossland X,15500,Gasolina,2019.0,52357,130.0,True,Integral Motion Coruña,Galicia
32590,VOLKSWAGEN,Transporter,7000,Diésel,1995.0,603100,61.0,False,3ff65d248cc989caf757c3b78ddca356,Catalunya
32591,DS,DS 3 Crossback,23290,Gasolina,2019.0,1,130.0,True,PSA RETAIL MADRID – Dr. ESQUERDO,Comunidad_de_Madrid
32592,FORD,Kuga,11950,Diésel,2011.0,25327,140.0,True,Ocasion Plus,Andalucía
32593,CITROEN,Grand C4 Picasso,7500,Diésel,2011.0,83545,112.0,True,Auser Concept 3000,Catalunya
32594,PEUGEOT,Partner,9500,Diésel,2014.0,152140,90.0,True,Rafael Perez Multimarcas,Andalucía
32595,NISSAN,QASHQAI,18900,Diésel,2016.0,54499,110.0,True,Gaztelu Ocasión Gipuzkoa,País_Vasco
32596,FIAT,Freemont,16900,Diésel,2015.0,78700,140.0,True,Automoviles Huerta,Principado_de_Asturias
32597,CITROEN,Grand C4 Picasso,16500,Diésel,2018.0,99000,100.0,True,Hiperauto Coria,Andalucía
32598,MAZDA,CX-30,33690,Gasolina,2021.0,5,180.0,True,Cervera Drive,Castilla_y_León
32599,VOLKSWAGEN,Golf,14800,Diésel,2015.0,122692,150.0,True,Ocasion Plus,Navarra
32600,KIA,Carens,12900,Diésel,2013.0,154450,136.0,True,Integral Motion,Galicia
32601,MERCEDES-BENZ,Clase GLE,52900,Diésel,2017.0,70000,258.0,True,Auto Spezial,Comunidad_Valenciana
32602,PEUGEOT,3008,29990,Diésel,2018.0,49778,180.0,True,Clicars,Comunidad_de_Madrid
32603,BMW,Serie 1,13600,Diésel,2013.0,121000,184.0,True,Autoferpe,Galicia
32604,PEUGEOT,2008,12990,Gasolina,2017.0,113546,110.0,True,Flexicar Barcelona,Catalunya
32605,PEUGEOT,508,32900,Diésel,2019.0,8900,180.0,True,Auto Almogàvers,Catalunya
32606,TOYOTA,Aygo,7900,Gasolina,2018.0,30997,72.0,True,Auto Center Mallorca,Islas_Baleares
32607,AUDI,A4,22200,Gasolina,2019.0,49893,150.0,True,Ocasion Plus,Comunidad_Valenciana
32608,BMW,Serie 1,5600,Diésel,2008.0,230000,138.00596421471172,False,f8db4c93909bede2283024d3d66c078d,Catalunya
32609,OPEL,Zafira,1100,Diésel,2003.0,250000,125.0,False,f64f9673799dbfc33ee7b7687e69bd44,Catalunya
32610,MERCEDES-BENZ,Clase C,35960,Diésel,2020.0,21076,160.0,True,Autobergidum Motor,Castilla_y_León
32611,VOLKSWAGEN,Golf,5500,Diésel,2010.0,274000,121.5489566613162,False,bc2ab28e4cda984ca76646874371e864,Andalucía
32612,FIAT,Stilo,1700,Diésel,2004.0,231000,115.0,False,58d839aac1567a98b578b45fc3d0a801,Comunidad_de_Madrid
32613,VOLVO,S40,3000,Diésel,2006.0,270000,125.10714285714286,False,f4a1c8901a3d406f17af67144a3ec71a,Andalucía
32614,BMW,X3,20990,Diésel,2017.0,165790,150.0,True,Puerto Motor,Andalucía
32615,AUDI,A4,3500,Diésel,2002.0,261000,130.0,False,534b44a19bf18d20b71ecc4eb77c572f,Extremadura
32616,SUZUKI,Swift,2999,Gasolina,2006.0,142000,92.0,True,Imperium Cars,Aragón
32617,SEAT,Leon,4100,Diésel,2008.0,248000,124.0846394984326,False,d7ca96e4815f016046218276cbfcd025,Andalucía
32618,AUDI,A3,4900,Diésel,2006.0,193000,128.46183953033267,False,b95cfaf83d3f245a63276353b22ee3f0,Islas_Baleares
32619,DACIA,Sandero,8500,Gasolina,2018.0,9700,90.0,False,adc9b28bd8dfb77067387507e48b282d,Catalunya
32620,JEEP,Compass,22490,Diésel,2018.0,67010,140.0,True,Flexicar Sevilla,Andalucía
32621,SKODA,Spaceback,12900,Gasolina,2017.0,34000,95.0,True,Mundomovil,Navarra
32622,MERCEDES-BENZ,Vito,5900,Diésel,2005.0,430000,109.0,True,Covisa Ciudad Mercedes,Andalucía
32623,RENAULT,Kangoo Combi,7990,Diésel,2016.0,120000,75.0,True,Edu Motor,Comunidad_Valenciana
32624,MERCEDES-BENZ,Clase C,29095,Diésel,2018.0,52576,194.0,True,Mercedes-Benz Madrid,Comunidad_de_Madrid
